Id,SalePrice
1652,159746.203125
2090,168653.6875
1188,177597.0
2345,254285.640625
1059,415342.6875
2751,232264.71875
128,222908.484375
1523,187611.3125
2925,170302.359375
2145,273910.859375
1121,236446.53125
566,287460.453125
565,268955.796875
1331,148336.578125
2928,123415.796875
156,140200.09375
797,148197.421875
327,133127.828125
2859,154701.0
1453,111770.125
1762,349431.828125
1868,188426.46875
1760,188385.96875
1113,245873.46875
1812,210159.796875
117,171127.8125
1142,216551.828125
2342,442317.34375
927,137471.28125
2478,193900.53125
655,85584.0
2064,115765.578125
369,294474.453125
2239,94929.890625
2732,239851.984375
1653,166866.734375
959,225314.453125
2395,353518.265625
1412,110914.5
271,238864.5
1484,176735.59375
1497,160913.5
552,185076.28125
2,112856.328125
1855,287969.390625
4,262635.640625
2292,163128.15625
134,144535.9375
646,118960.6875
42,363408.9375
532,226457.140625
713,116103.859375
2561,140043.75
2360,125347.6875
1333,133684.4375
1407,206699.015625
2892,274659.546875
574,260832.0
1227,177826.421875
2591,205749.796875
1476,210304.3125
1125,271877.609375
1446,143219.328125
408,162309.828125
1101,315027.921875
2251,206076.171875
373,191708.28125
2554,122392.328125
2382,277843.59375
1985,84810.875
519,250082.46875
1093,198081.46875
864,258861.546875
2889,153451.6875
2308,195882.640625
986,181117.59375
1302,156611.25
585,168510.375
2708,140743.90625
147,136942.078125
1441,218852.125
383,213526.671875
285,142573.953125
181,97301.34375
358,211687.890625
780,200473.625
258,207261.796875
1865,253314.625
692,104444.5
2902,301997.65625
508,261341.328125
2638,139134.453125
36,194423.25
611,172712.453125
2281,146427.125
1678,183837.078125
1696,446949.546875
1557,78230.25
2180,171250.0
1726,264162.125
951,147843.25
267,227937.78125
2706,160376.671875
2221,242696.96875
1357,158234.078125
2901,296502.484375
347,195974.140625
2164,194587.859375
1586,295845.8125
360,167955.734375
1769,271921.046875
2617,192214.015625
1879,150592.96875
991,221915.796875
1535,138370.484375
1191,162791.21875
1579,238398.640625
1882,135649.46875
1510,129456.578125
2196,159702.78125
1845,229398.75
2336,441097.078125
942,104678.953125
861,132170.296875
2555,110553.109375
1392,168888.921875
2099,251670.78125
1543,160704.78125
948,251714.015625
1239,163840.578125
22,185961.640625
2796,230261.03125
2747,196699.828125
92,314886.21875
210,190003.65625
1858,240213.953125
2228,179052.8125
447,244153.6875
827,235111.65625
1649,243305.203125
682,121683.734375
2698,100182.546875
494,184813.578125
214,113209.578125
2441,249743.65625
2679,102157.953125
1336,133892.03125
465,196635.4375
1524,140501.59375
2543,109756.125
631,138242.6875
2452,323858.078125
228,179135.703125
126,187736.140625
1092,258862.546875
1122,214867.171875
932,239212.25
1980,85801.546875
2171,114815.484375
551,176838.40625
2768,186163.515625
2056,113878.75
1159,371352.34375
2645,141193.890625
1174,222206.59375
2266,234487.828125
2462,393112.796875
1219,141816.8125
2922,186926.234375
118,150953.59375
474,206658.953125
2576,149694.625
872,262828.71875
1077,257836.296875
1536,137351.4375
1150,107726.5
2341,337598.328125
1931,171518.09375
2785,137176.0625
2538,129313.125
597,209237.84375
464,247272.140625
233,240742.75
2169,145147.21875
2123,190647.640625
1867,165475.59375
137,245503.203125
515,253966.4375
933,154813.78125
2784,173108.75
972,183012.96875
599,148539.984375
2614,130690.546875
2582,156074.765625
1409,148428.15625
175,122852.609375
352,267190.203125
976,127639.265625
2134,205932.09375
984,123173.8125
2396,385269.578125
1673,158083.265625
404,171056.734375
607,164307.4375
814,168806.640625
868,208463.671875
2271,194626.34375
1633,282866.703125
337,203629.265625
2765,215092.0625
1746,228201.515625
368,332464.015625
2806,206149.515625
1662,215045.140625
1234,225994.65625
1373,129672.71875
1672,124129.671875
1939,139279.0
